Building_ID,Surface,Age,Type,Heating_Type,Insulation_Level,Windows_Type,Outside_Temperature,Number_of_Rooms,Occupancy_Rate,Roof_Type,Wall_Material,Elevator_Presence,Basement_Presence,Energy_Rating,Parking_Spaces,LED_Lighting,Energy_Management_System,Residents_Count,Distance_From_City_Center,Energy_Consumption
9193,194,14,Residential,Central,Medium,Double,11.549739447820667,2,0.9541371559332295,Pitched,Glass,True,False,B,3,False,True,9,48.509216535700645,143.36560588033188
4617,441,13,Residential,Central,Medium,Triple,22.788908897371332,4,0.853014842138983,Pitched,Wood,False,False,D,1,True,False,4,43.473293769182845,956.2500202783884
3128,181,42,Industrial,Electric,Low,Single,24.802868514358124,2,0.6490568479502814,Pitched,Glass,False,False,A,1,True,False,7,46.83529062772504,553.2664335085963
9795,102,68,Industrial,Electric,Medium,Single,11.631798785104927,6,0.3451348786110173,Pitched,Wood,False,True,B,0,True,True,1,24.674136265202147,692.3417620057626
3979,327,32,Industrial,Gas,Medium,Single,29.312689680245043,2,0.22956391377785226,Pitched,Brick,True,False,C,2,False,True,9,44.025057401795785,1640.0151708447104
9924,329,44,Residential,Central,Medium,Single,11.336695276855725,1,0.7431010374271333,Pitched,Glass,False,True,B,0,True,True,3,12.319745936087884,574.1251719880679
8317,208,37,Residential,Gas,Medium,Triple,-2.0858476735135287,9,0.29844385313302113,Pitched,Brick,False,False,C,0,True,False,7,31.937993128893368,1324.6547204532287
4393,370,41,Commercial,Gas,High,Double,-2.824513836581363,9,0.868994618342438,Flat,Concrete,True,True,B,4,True,False,8,6.373316532239402,233.97033353419937
1287,226,40,Residential,Individual,Low,Double,-0.2993892638067486,4,0.35638315320521197,Pitched,Wood,True,True,A,0,False,False,1,9.123400016768677,1286.3694941150384
4355,360,58,Industrial,Central,Medium,Single,12.349594834775736,7,0.6443885916584804,Pitched,Brick,True,True,C,3,True,True,8,29.094989248323603,1196.3024185376041
7013,151,36,Commercial,Central,High,Double,24.558103556696324,3,0.6259813803077365,Pitched,Wood,True,False,C,1,True,True,8,30.030252458276145,524.0220239854096
3885,193,57,Residential,Individual,High,Single,12.445248038224548,1,0.5242986380809586,Flat,Concrete,False,True,E,4,False,True,1,15.340080381207997,516.9397944404831
5749,156,33,Industrial,Central,Low,Double,26.523671978686256,4,0.45817203500186465,Pitched,Glass,True,True,C,1,False,False,7,31.986883415937786,749.7147422711066
9169,229,70,Residential,Gas,Low,Double,13.420431243541145,5,0.4389278999538683,Pitched,Wood,True,False,C,4,True,True,7,10.38307507849117,1100.1457486088952
2407,321,50,Industrial,Central,Medium,Double,-4.4048609381428365,9,0.8673099748313663,Flat,Brick,False,True,C,1,True,True,4,6.135417312097717,178.7369850256657
2013,266,29,Commercial,Electric,High,Double,9.516236248408509,7,0.7242777735327808,Flat,Glass,False,False,A,4,True,True,1,37.44495048858486,548.8551060657607
5153,183,84,Industrial,Gas,High,Double,6.6645528520993675,2,0.704909585872035,Flat,Glass,True,False,E,2,False,True,3,4.9170194104429745,176.11604405157266
8551,397,67,Industrial,Electric,High,Single,0.04374134235440774,8,0.2305231714156178,Pitched,Brick,False,True,B,3,False,True,3,37.35088968817617,947.9719870992848
4376,379,91,Commercial,Gas,High,Double,7.51981735914954,4,0.6344202696457142,Pitched,Wood,True,True,E,2,False,True,8,36.82400561562182,1066.9609384879968
8822,467,65,Residential,Electric,Low,Double,16.42529355433828,3,0.7602921282851749,Pitched,Wood,False,True,D,0,False,True,8,42.652624080747046,1161.9231555028136
4273,351,67,Residential,Electric,Medium,Double,9.367466425920249,9,0.818089542968043,Pitched,Concrete,True,True,A,2,True,True,6,43.277393660963355,1076.3551748644913
5825,56,99,Commercial,Gas,Medium,Double,25.68514089762986,9,0.9980924178426346,Pitched,Glass,False,False,B,1,True,False,3,30.424735552645565,118.00794776748295
6699,156,79,Industrial,Electric,Medium,Triple,-4.4889009898952485,7,0.46104934052051194,Flat,Glass,True,True,B,4,True,True,1,18.247294639852065,845.6797848517833
7243,405,83,Residential,Gas,Low,Single,-3.8681957451727578,8,0.35566099617140645,Pitched,Brick,True,False,D,3,False,True,4,33.087494546931985,2756.736455567952
449,328,56,Residential,Electric,High,Triple,5.353126020769608,8,0.9171750445224343,Pitched,Concrete,False,True,E,3,True,True,4,48.27723586060597,713.1530496346253
2227,344,86,Residential,Central,High,Double,2.5565761174805353,1,0.6329931190245227,Flat,Brick,False,False,D,3,True,False,1,46.374313173050524,279.2335916407097
5756,410,22,Commercial,Electric,Low,Triple,21.735482969585092,6,0.47619591824185037,Pitched,Brick,False,True,A,2,False,True,3,49.285922797095004,2075.506812445868
810,94,24,Industrial,Gas,Medium,Double,3.1925640762441034,2,0.7463310359074211,Pitched,Concrete,False,True,A,3,False,True,2,4.15505639553308,87.31694285140154
4180,141,47,Industrial,Central,Low,Double,12.352530339770116,6,0.870658029201039,Flat,Brick,True,False,E,3,False,False,2,39.50490421256503,143.72528715440086
9000,480,85,Residential,Individual,Medium,Triple,19.249780629346997,5,0.8809817212426584,Pitched,Wood,False,False,C,3,False,True,7,30.498752882402034,1347.4993463398646
5438,469,70,Industrial,Central,Medium,Double,13.840193803346125,7,0.33095632323082536,Pitched,Wood,False,True,D,1,False,False,2,3.5800302593973345,2079.775829998177
7533,341,76,Residential,Electric,Medium,Single,6.497232379706018,8,0.8857843972181514,Pitched,Concrete,False,False,D,3,True,True,2,39.54898175727421,784.462091929015
6369,391,76,Residential,Electric,Low,Single,24.043034340149216,3,0.9039427058189659,Flat,Brick,True,False,C,2,True,True,3,28.762646936997736,1077.3537152531226
8416,244,97,Industrial,Electric,Low,Triple,11.264334412168957,2,0.38458954200096773,Pitched,Brick,False,False,E,3,False,False,3,27.82004337959756,1515.5413734570507
1477,125,28,Industrial,Electric,Medium,Triple,16.13615058833964,6,0.5776418173923178,Pitched,Wood,True,False,E,1,True,False,9,44.98807249581472,139.7523555516545
1790,314,90,Industrial,Individual,Medium,Single,16.85172027192388,7,0.7879281692782999,Pitched,Wood,False,False,D,3,True,True,5,41.41196406567812,279.1094712405423
2008,75,27,Residential,Individual,Medium,Double,-3.09067885342086,6,0.9520627493369231,Flat,Glass,False,False,A,0,False,False,1,4.926288086092363,189.90376626877773
682,350,38,Industrial,Gas,Low,Triple,8.06523317435905,2,0.1709956870947003,Flat,Concrete,False,True,B,2,True,False,4,11.278037519518184,5066.671199832545
2816,186,6,Commercial,Electric,Low,Single,19.6921809647217,8,0.8256950457856006,Flat,Glass,False,False,C,4,False,True,2,16.932729330874825,398.6344670386727
9431,466,19,Residential,Electric,Low,Triple,27.297743606464017,2,0.7694817686418801,Pitched,Brick,False,False,A,1,True,True,8,3.8591483758110976,775.4486283599394
3774,295,6,Residential,Individual,Medium,Single,28.188684456574705,8,0.8603650248134378,Flat,Wood,True,False,D,1,True,True,6,9.018221338359927,362.7414806120413
6495,157,13,Residential,Individual,High,Double,29.106641690161695,9,0.2667013543210205,Flat,Wood,False,False,E,1,False,True,3,20.16025890112027,735.6741542240122
8878,139,97,Commercial,Electric,High,Double,-1.7684157559683413,4,0.8548506678132182,Flat,Concrete,True,False,A,3,False,False,8,15.340230359678337,288.17552432537707
7361,399,32,Commercial,Gas,Low,Double,6.451863897405175,6,0.7919269892018476,Pitched,Brick,False,True,E,3,False,False,2,38.50188635280532,669.2119076152547
8366,202,85,Commercial,Individual,Medium,Double,3.616299518965487,9,0.2851300417906849,Pitched,Glass,False,True,D,3,False,False,2,14.269989268668821,1211.8313031589469
7474,496,94,Residential,Electric,High,Double,16.755707128136276,2,0.5928895787238406,Flat,Glass,True,True,C,4,True,True,3,12.405388507002824,625.3943582271262
46,207,52,Commercial,Electric,High,Single,-1.5943537137396744,4,0.69607005538017,Pitched,Brick,False,True,A,4,True,False,7,12.383275059016256,441.6142105753569
30,237,78,Residential,Electric,Low,Single,28.60935387782932,9,0.7882505595479277,Flat,Concrete,False,False,C,3,True,True,9,28.254773229597586,610.5065519019304
8250,275,31,Industrial,Individual,Medium,Triple,22.81599758513863,6,0.4882065797740307,Flat,Wood,False,True,C,3,False,False,2,8.855508859773881,587.2906532607503
6935,488,93,Residential,Gas,Medium,Triple,3.2565039945859677,9,0.27980549110178354,Flat,Wood,False,True,D,4,True,True,7,7.903543462351113,3607.8669004681497
1468,219,42,Industrial,Electric,Low,Double,23.41012912744022,6,0.24805624757099404,Pitched,Brick,False,False,B,4,False,True,2,21.812071707905275,917.7741380983376
1665,372,45,Residential,Gas,High,Double,24.24119785124314,1,0.8312560984912103,Flat,Concrete,False,False,B,1,False,True,7,39.82193595756471,603.8286464863146
1416,475,65,Residential,Individual,Low,Single,4.229505788563152,5,0.24992458065450457,Pitched,Concrete,False,False,A,0,False,False,8,6.495397084550303,1571.2733256926574
6480,247,37,Commercial,Electric,High,Triple,23.88711197321732,7,0.6176750340411501,Flat,Glass,True,False,D,4,False,True,5,16.017118139453487,694.1048310038478
4852,361,92,Commercial,Electric,Medium,Triple,17.031208741815572,2,0.4210735285328622,Flat,Glass,True,False,E,0,False,True,6,16.145175379969093,1175.4349882497204
2470,228,94,Industrial,Individual,Medium,Single,21.651516367901298,6,0.42532471786218673,Pitched,Glass,True,False,B,3,False,True,2,13.024989200464589,816.7877942940131
4373,485,50,Residential,Electric,Medium,Double,23.779928732259172,2,0.2806943705433951,Pitched,Glass,True,False,A,1,True,False,9,11.466147171451926,4072.4278521209358
8524,52,26,Commercial,Individual,Medium,Triple,0.36268475031981406,6,0.4930358670943292,Pitched,Wood,False,True,D,2,False,False,9,2.187531820071656,107.93654561254242
429,204,82,Commercial,Individual,Low,Double,2.122021232786654,6,0.3370070945829421,Pitched,Concrete,True,False,A,3,False,True,8,6.6621382589209235,575.8197755830772
5244,322,32,Residential,Individual,Medium,Triple,12.238403323846768,8,0.771198219094994,Flat,Concrete,True,False,E,2,True,False,1,18.265226489670468,1047.7809812924938
2119,141,34,Commercial,Electric,Low,Triple,6.593299791917559,9,0.7526174886062064,Flat,Glass,True,False,E,4,True,True,2,32.9762819555017,388.64020957195925
385,293,2,Commercial,Electric,Low,Single,22.64695234830919,4,0.35753087542800266,Flat,Glass,False,True,D,0,False,False,4,40.34118017662621,1519.4868820839197
1945,238,8,Industrial,Electric,Medium,Double,10.208603475804715,5,0.48377806736960394,Pitched,Wood,False,False,B,3,False,True,7,35.592599543082535,307.20460501517124
4224,479,91,Residential,Electric,Medium,Double,24.485943095626524,1,0.4763317940971088,Pitched,Glass,True,False,A,2,True,True,8,37.90214736160582,2231.1796102898484
473,356,92,Residential,Individual,Low,Double,2.5123715048374446,3,0.6299870994740616,Pitched,Brick,True,False,C,2,False,True,6,2.707606704827354,389.09349569421977
2129,359,36,Residential,Individual,Low,Double,1.9415589717393233,9,0.23383564253010242,Flat,Brick,True,False,A,2,True,False,1,20.691433116208643,2167.855423484311
6556,122,26,Residential,Individual,High,Double,8.180633993236182,8,0.23560459058597102,Pitched,Wood,False,False,A,1,False,False,8,24.625305704502818,656.8350265387863
6998,366,97,Commercial,Gas,Medium,Single,10.50269948044992,3,0.511160736374918,Flat,Glass,True,True,A,0,True,True,8,4.99548075797139,1161.1441518992233
1055,256,23,Commercial,Electric,Medium,Single,6.258793589109484,3,0.5721260768263371,Pitched,Brick,True,True,B,2,True,True,9,2.6249408124405877,891.8529796845764
3274,143,60,Residential,Central,High,Triple,9.480294988840795,6,0.2600101019848154,Flat,Brick,True,True,E,0,False,False,6,20.16805960772392,1072.2828548350033
4961,340,51,Industrial,Gas,Medium,Single,0.5140622803241017,2,0.24084271650075745,Flat,Glass,False,True,C,2,False,True,4,45.41989442919036,2814.803143112864
5363,321,63,Residential,Individual,Medium,Triple,-2.9598494693017563,4,0.7903290388708204,Flat,Glass,False,False,D,1,True,True,7,34.81827834747962,278.26015230946336
5816,307,32,Industrial,Individual,Medium,Double,15.469293501187998,6,0.8080719495960277,Flat,Concrete,False,False,D,1,False,False,4,16.694562167383783,922.942767462953
811,412,77,Residential,Electric,Low,Double,18.246044770177726,1,0.4583179079364884,Pitched,Glass,True,False,E,4,True,True,1,10.369194673408293,1122.9924325183897
4573,236,26,Industrial,Electric,High,Double,0.6125891174876292,2,0.9296232398303287,Pitched,Concrete,False,True,E,1,False,False,1,35.37469791851049,366.1037918018002
6137,218,50,Residential,Electric,Medium,Double,14.035043754685685,5,0.29543514666970755,Flat,Glass,False,False,B,1,False,True,7,6.665588792018188,1054.2639978233149
2388,481,27,Residential,Individual,Medium,Double,0.578572760443798,5,0.3862504139965387,Pitched,Glass,False,False,D,2,True,True,3,21.349566746657025,2566.513170649148
9648,188,28,Commercial,Individual,Medium,Triple,18.994892102911365,3,0.76426283629822,Flat,Glass,True,True,C,0,False,False,2,44.07531101233164,149.73051883393447
6225,114,96,Industrial,Central,Medium,Single,13.071449455388123,7,0.7226058660213669,Flat,Wood,False,True,A,1,True,False,6,41.86446620390858,106.89401997301019
111,224,66,Residential,Individual,Medium,Double,3.9357979802351224,1,0.6609166008436586,Flat,Wood,False,True,C,0,False,True,9,23.273978756787955,833.7556481371895
8909,196,87,Commercial,Gas,Medium,Triple,23.334587753730382,8,0.151078136828272,Flat,Glass,True,True,E,4,False,True,1,5.936300901151392,2554.632516420534
1745,66,65,Industrial,Individual,Medium,Double,2.736384573403507,2,0.354317817656536,Flat,Brick,True,False,B,1,False,True,9,22.368663546579988,179.20325735731905
7851,75,71,Residential,Gas,Medium,Triple,13.326929115757025,6,0.8383109120932982,Pitched,Glass,False,True,A,2,False,False,7,48.784894175209715,182.14357183769332
1452,201,36,Industrial,Electric,Medium,Double,11.72549942143409,9,0.8207608496678884,Flat,Wood,False,True,E,4,True,False,7,42.922661035421314,536.4323172494496
319,349,65,Industrial,Individual,Medium,Single,29.8332884273129,9,0.9553487030629606,Pitched,Brick,True,True,D,2,True,False,4,44.19447725409795,928.7520346894984
8593,489,74,Industrial,Electric,Low,Double,4.472621140924494,8,0.5303626319815347,Flat,Wood,True,True,D,4,True,True,4,24.616927377303238,1849.1033806905039
3333,57,45,Industrial,Central,High,Single,19.303275047133162,6,0.5994988419403274,Flat,Brick,True,True,C,3,True,False,7,29.81744469317193,74.69824452984615
1922,85,51,Commercial,Gas,Low,Double,28.148047027751026,5,0.27462159272993253,Flat,Concrete,False,True,A,2,False,False,3,21.611399427261457,159.91351768118295
5865,235,54,Residential,Electric,Medium,Double,7.72150182562423,3,0.7369843054193296,Pitched,Brick,False,True,E,0,True,True,5,16.971778122949818,655.2996608701388
9528,232,27,Commercial,Gas,High,Single,18.69021675656871,5,0.7692290415893389,Flat,Concrete,True,True,D,4,False,False,5,29.2037712848713,749.2638301267689
3685,157,20,Commercial,Gas,High,Triple,26.04329003819691,7,0.8438040320799363,Flat,Glass,False,False,A,4,False,False,4,20.26676740450485,320.81418413348854
4275,430,24,Commercial,Central,Medium,Double,15.473599931164284,5,0.39606738358635507,Pitched,Wood,True,False,B,2,True,False,6,27.64636490272172,2222.4636478478155
4889,343,95,Residential,Electric,High,Double,-0.7877419348297297,7,0.1621999677569625,Flat,Concrete,True,False,A,3,False,False,3,37.32504086358216,4783.674978632238
5225,182,23,Commercial,Central,High,Triple,24.984635800228887,3,0.6763903272534858,Flat,Brick,True,False,B,3,True,False,5,20.92504876552119,429.34461444754186
7472,434,41,Residential,Central,Medium,Triple,28.175205866430332,3,0.5964413803075651,Flat,Glass,True,True,A,4,False,True,4,27.39893355737027,707.8977921638251
3605,58,78,Industrial,Gas,Low,Single,20.184517099371106,5,0.3994665562572147,Flat,Brick,True,True,C,4,True,False,7,9.470847513787795,248.06355423089096
1052,83,69,Residential,Individual,High,Double,-3.93506574400777,7,0.3754598857463898,Flat,Brick,True,True,E,3,False,False,8,8.591519954036107,467.24843705683514
4156,112,4,Industrial,Gas,Medium,Single,25.37443206744311,9,0.2113970212641812,Pitched,Glass,False,False,D,3,True,True,1,45.264316389309855,712.7175322859312
9676,349,14,Residential,Electric,High,Double,10.292857511789768,6,0.4067526071296643,Flat,Glass,True,False,A,1,True,False,5,33.31326574745618,813.8804268230061
99,260,26,Residential,Central,High,Triple,8.121450309469335,5,0.6816102286406593,Flat,Wood,False,False,D,2,False,False,8,20.581345647322653,489.1189279742837
7508,319,32,Residential,Individual,High,Double,-1.7249555164882855,7,0.9217520130505799,Pitched,Brick,False,False,E,1,True,False,8,13.73410200810214,214.63596618507086
1456,100,63,Residential,Gas,High,Triple,9.51556895891976,3,0.626662523979785,Flat,Concrete,False,True,C,0,False,False,2,44.18247259785289,283.72711175205995
7688,333,96,Commercial,Central,Medium,Single,28.057403517197713,6,0.6619587543950229,Flat,Concrete,True,False,B,1,True,True,8,7.186087383861187,756.1123824706895
4004,113,67,Commercial,Gas,High,Single,1.2365126606904964,2,0.24751580237959475,Flat,Brick,True,True,C,1,True,False,3,43.88612926304169,682.0599358203582
6866,223,79,Commercial,Electric,Low,Triple,12.045434217201176,6,0.4593447907296996,Pitched,Wood,False,False,C,4,True,True,6,11.61810154333308,1008.9352085463278
4509,336,48,Industrial,Electric,Low,Double,22.846697112644534,9,0.34789280115214444,Flat,Wood,False,True,D,3,True,True,9,25.060522847268672,1034.1118015182772
3299,292,97,Residential,Electric,High,Triple,18.013955510923793,9,0.7341855824924262,Pitched,Brick,True,False,D,3,True,False,9,18.376211824334582,505.96033670372924
3799,181,60,Residential,Individual,Low,Double,-1.3220299324801847,5,0.16189564564930814,Pitched,Glass,False,False,A,2,True,True,4,26.22242616923224,2700.373077601511
4281,425,49,Industrial,Gas,Low,Double,19.147841239702625,6,0.29380199800679896,Flat,Brick,False,True,A,0,False,True,9,42.42618279854995,3704.1834368173454
9051,451,28,Commercial,Electric,Medium,Triple,6.083759220475885,4,0.2755592881783767,Pitched,Concrete,False,False,A,4,False,True,5,19.541243403579067,3271.9374581883067
6462,170,4,Commercial,Individual,Medium,Double,5.414269009055708,1,0.5672842542818317,Pitched,Glass,False,False,D,0,True,True,4,42.42499585531901,420.26876672382593
7912,98,74,Industrial,Individual,Low,Triple,22.682783256772026,4,0.8647231712676262,Flat,Wood,True,True,C,0,False,True,3,37.579120007805095,189.74508155193257
1414,301,55,Commercial,Central,Medium,Single,28.034670196392057,5,0.693025834190249,Pitched,Glass,False,False,B,2,True,False,3,12.162198797774494,310.75854898812145
540,414,59,Residential,Gas,Medium,Single,3.6864028612563615,9,0.24871227466801987,Flat,Glass,False,False,B,4,True,False,5,10.536241455541985,1532.383950662212
5815,222,39,Industrial,Central,Low,Double,6.861791893692951,1,0.8093896478405639,Pitched,Concrete,False,False,D,3,False,False,4,47.65858605035074,488.9725960150556
8199,386,62,Industrial,Individual,Low,Triple,5.109973803166913,3,0.26650371314511145,Pitched,Wood,True,True,C,4,True,True,1,29.05013126474422,1239.8742326659706
3680,277,64,Commercial,Gas,Low,Triple,-2.4688901295739116,2,0.6923799026586877,Pitched,Concrete,False,True,A,2,False,False,1,24.206859259996175,899.3342008790249
754,65,37,Industrial,Electric,High,Single,-1.474037046427493,4,0.39229724333589744,Pitched,Concrete,False,True,B,0,True,False,2,29.146575859061322,271.22325026403934
4196,206,82,Industrial,Electric,Low,Double,-0.8868542189863708,4,0.3155176725342731,Pitched,Concrete,False,True,D,2,True,True,4,18.596691038113136,462.1056370882678
2650,98,19,Commercial,Individual,Low,Double,-4.317243657813876,8,0.12848725239955963,Pitched,Brick,False,False,A,2,False,False,4,22.652611774611696,1119.1025912265823
4522,427,35,Industrial,Gas,Medium,Single,15.090374480290485,5,0.40288128609691864,Flat,Brick,False,True,D,1,False,True,3,3.6702317623054848,477.4946512799093
9519,164,89,Industrial,Electric,Low,Double,-3.5008911544569523,8,0.13731540122178196,Pitched,Brick,False,False,D,4,True,True,9,38.5751930553517,2745.226725391198
3118,409,1,Industrial,Electric,Medium,Single,23.353587748074503,6,0.794581257159918,Flat,Wood,True,False,B,0,True,False,1,14.189676673042369,560.9619049142098
3728,202,15,Residential,Central,Medium,Double,-4.209533336461181,2,0.8097833051501045,Pitched,Concrete,True,False,B,0,True,True,2,31.457184419929984,512.5874709979976
3886,212,67,Residential,Electric,Medium,Triple,-2.188483442640467,2,0.2043204387962857,Pitched,Glass,True,False,B,1,False,True,6,48.701329157602466,1022.4156992832246
7107,301,48,Industrial,Electric,Medium,Triple,10.223184202345934,1,0.6602018376657506,Flat,Glass,True,True,D,0,False,False,8,41.2128235101901,1107.6578848047213
8068,226,25,Commercial,Central,Low,Triple,13.84257331705085,4,0.17160193328377332,Flat,Wood,False,False,E,0,True,True,7,17.146183256978556,2929.716717692101
7325,471,89,Commercial,Individual,High,Double,27.3176544170704,1,0.14043415850546775,Pitched,Glass,True,False,A,2,False,False,7,20.47884741906498,4424.241929532286
8483,52,24,Residential,Individual,Medium,Double,25.749667551390907,4,0.19586788625497448,Pitched,Glass,True,False,B,4,False,False,9,18.740423457670452,213.47911641315045
8767,300,5,Residential,Electric,Low,Single,9.535677956918315,4,0.8547856698412659,Pitched,Concrete,False,True,E,4,True,True,4,15.814184429830332,479.73441177808013
6500,299,58,Industrial,Gas,Medium,Single,13.98440651601475,5,0.24273676377069495,Flat,Wood,True,True,C,4,False,False,8,15.645520935577359,2924.623071367381
8426,449,53,Industrial,Electric,Low,Triple,4.7926517519842555,6,0.7907748539255156,Flat,Wood,False,False,D,1,True,True,2,11.034022414461107,1103.866092011338
7963,355,55,Residential,Gas,Medium,Triple,5.890964542258075,5,0.9276771245188076,Flat,Brick,False,True,B,1,False,False,2,6.1631493695078206,679.3922621497637
601,299,85,Industrial,Electric,Medium,Triple,20.552144937076164,1,0.4891542909854305,Flat,Wood,False,False,C,0,False,True,9,8.708000146061961,1409.155679117009
9249,393,77,Industrial,Electric,High,Double,-3.7058317277878814,4,0.46622426541474093,Pitched,Wood,False,True,E,4,True,True,7,3.1058021578921404,1201.911107502123
8919,394,40,Residential,Central,Medium,Single,4.609316659503818,8,0.6956543871604649,Pitched,Glass,False,True,D,3,True,False,3,35.986374118594604,660.5765583459998
6814,157,79,Industrial,Central,Medium,Double,22.18239606212094,7,0.6723029926175144,Flat,Brick,True,False,E,1,True,False,6,31.06279907612568,355.50732352375786
